;artists;Title;Title language;Artist name language;Artist name language ISO;Artist name language FULL;Title language ISO;Title language FULL
9600;Absis,Marguerite Duras;"""Je lis le troisième Aurélia..."" (A propos d'Aurélia Steiner)";['fr', 'french'];['ca', 'catalan'];ca;catalan;fr;french
9607;Guillaume Apollinaire;Liens;['fr', 'french'];['fr', 'french'];fr;french;fr;french
9613;Francis Jammes;La Salle a Manger;['fr', 'french'];['en', 'english'];en;english;fr;french
9614;Jean Giono,Taos Amrouche;La génèse du hussard;['fr', 'french'];['fr', 'french'];fr;french;fr;french
9627;Jean Françaix,Gaston Lapeyronnie;Assassins et voleurs (1956) Suite avec effets sonores;['fr', 'french'];['fr', 'french'];fr;french;fr;french
9644;Tito Puente;Mambolino;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
9787;Alexander Scriabin,Glenn Gould;2 Pieces, Op. 57: No. 1, Désir;['fr', 'french'];['en', 'english'];en;english;fr;french
9855;Gilbert Bécaud;Salut les copains;['fr', 'french'];['fr', 'french'];fr;french;fr;french
10042;Wayne Shorter;Blues A La Carte;['fr', 'french'];['en', 'english'];en;english;fr;french
10094;Michel Legrand;Sous le ciel de Paris;['fr', 'french'];['fr', 'french'];fr;french;fr;french
10219;Georges Bizet,Victoria de los Ángeles,Orchestre National Radiodiffusion Française,Sir Thomas Beecham,Orchestre National de la Radiodiffusion-Television Francaise;"Bizet: Carmen, WD 31, Act 1 Scene 4: Récitatif, ""Quand je vous aimerai?"" - No. 5, Havanaise, ""L'amour est un oiseau rebelle"" (Carmen, Chorus)";['fr', 'french'];['fr', 'french'];fr;french;fr;french
10285;Serge Gainsbourg;Les oubliettes;['fr', 'french'];['fr', 'french'];fr;french;fr;french
10305;The Ventures;Harlem Nocturne;['fr', 'french'];['en', 'english'];en;english;fr;french
10350;Quincy Jones;Quintessence;['fr', 'french'];['en', 'english'];en;english;fr;french
10362;Serge Gainsbourg;Ce grand méchant vous;['fr', 'french'];['fr', 'french'];fr;french;fr;french
10365;Igor Stravinsky,Columbia Symphony Orchestra;"Le sacre du printemps: Part 1 ""Adoration of the Earth"", Introduction";['fr', 'french'];['en', 'english'];en;english;fr;french
10434;Georges Bizet,Herbert von Karajan,Wiener Philharmoniker;Carmen, WD 31 (Excerpts): Act I: L'amour est un oiseau rebelle (Habanera);['fr', 'french'];['de', 'german'];de;german;fr;french
10478;The Beach Boys;Cherry, Cherry Coupe (Mono);['fr', 'french'];['en', 'english'];en;english;fr;french
10532;Georges Jouvin;Un homme et une femme;['fr', 'french'];['fr', 'french'];fr;french;fr;french
10541;Los Brincos;Un Sorbito de Champagne;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
10593;Lucienne Delyle;Valser dans l' ombre;['fr', 'french'];['fr', 'french'];fr;french;fr;french
10646;Jacques Offenbach,Nicolai Gedda,André Cluytens,Orchestre De La Société Des Concerts Du Conservatoire;Les Contes d'Hoffmann (1989 Digital Remaster), Act III: Entr'acte et Barcarolle: Belle nuit, ô nuit d'amour (Une voix/Giulietta/Choeurs);['fr', 'french'];['fr', 'french'];fr;french;fr;french
10744;Nicole Croisille;Aujourd'hui c'est toi;['fr', 'french'];['fr', 'french'];fr;french;fr;french
10845;Enrico Macias;Les Filles de mon pays;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
10866;Édouard Lalo,Itzhak Perlman,André Previn,London Symphony Orchestra;Symphonie espagnole, Op. 21: V. Rondo;['fr', 'french'];['en', 'english'];en;english;fr;french
10902;Joe Dassin;Pauvre doudou;['fr', 'french'];['fr', 'french'];fr;french;fr;french
10922;Jacqueline Taieb;La plus belle chanson du monde;['fr', 'french'];['fr', 'french'];fr;french;fr;french
11023;Françoise Hardy;La mer, les étoiles et le vent - Remasterisé en 2016;['fr', 'french'];['fr', 'french'];fr;french;fr;french
11191;Django Reinhardt;Improvisation sur le 1er mvt concerto ré mineur;['fr', 'french'];['en', 'english'];en;english;fr;french
11453;Cheo Feliciano;Salomé;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
11454;Electric Light Orchestra;Ma-Ma-Ma Belle;['fr', 'french'];['en', 'english'];en;english;fr;french
11528;Alain Goraguer;Le Bracelet;['fr', 'french'];['fr', 'french'];fr;french;fr;french
11535;Electric Light Orchestra;Eldorado Finale;['fr', 'french'];['en', 'english'];en;english;fr;french
11575;Charles Gounod,Luciano Pavarotti,Vienna Volksoper Orchestra,Leone Magiera;"Faust, CG 4 / Act 3: ""Quel trouble inconnu...Salut! Demeure chaste et pure""";['fr', 'french'];['en', 'english'];en;english;fr;french
11643;Henri Texier;Le piroguier;['fr', 'french'];['fr', 'french'];fr;french;fr;french
11835;Francis Lai;Bilitis - Generique;['fr', 'french'];['zh-CN', 'chinese (simplified)'];zh-CN;chinese (simplified);fr;french
11898;Nana Mouskouri;Plaisir d'amour;['fr', 'french'];['ht', 'haitian creole'];ht;haitian creole;fr;french
12143;Michel Berger;La groupie du pianiste - Remasterisé en 2002;['fr', 'french'];['fr', 'french'];fr;french;fr;french
12224;Pierre Bachelet;Elle est d'ailleurs;['fr', 'french'];['fr', 'french'];fr;french;fr;french
12226;Genesis;Cul-De-Sac;['fr', 'french'];['en', 'english'];en;english;fr;french
12687;Jean-Jacques Goldman,Michael Jones;Je te donne;['fr', 'french'];['en', 'english'];en;english;fr;french
12811;Lionel Richie;"Se La - 12"" Version";['fr', 'french'];['bg', 'bulgarian'];bg;bulgarian;fr;french
12987;Petula Clark;La nuit n'en finit plus;['fr', 'french'];['en', 'english'];en;english;fr;french
12992;Julian Cope;Charlotte Anne;['fr', 'french'];['en', 'english'];en;english;fr;french
13012;Shirley Bassey;If You Go Away (Ne Me Quitte Pas);['fr', 'french'];['en', 'english'];en;english;fr;french
13029;Slim Whitman;Rose Marie;['fr', 'french'];['en', 'english'];en;english;fr;french
13155;Billy Bragg;The Internationale;['fr', 'french'];['en', 'english'];en;english;fr;french
13228;Xuxa;Ilarié;['fr', 'french'];['pt', 'portuguese'];pt;portuguese;fr;french
13312;Cécile Chaminade,Eric Parkin;6 Romances sans paroles, Op. 76: No. 1. Souvenance;['fr', 'french'];['en', 'english'];en;english;fr;french
13358;Charles Trenet;Douce France;['fr', 'french'];['fr', 'french'];fr;french;fr;french
13604;LES ESCROCS;Assedic;['fr', 'french'];['fr', 'french'];fr;french;fr;french
13642;The Red Army Choir,Boris Alexandrov;Katioucha;['fr', 'french'];['en', 'english'];en;english;fr;french
13667;"""Ol' Dirty Bastard""";Baby C'mon;['fr', 'french'];['en', 'english'];en;english;fr;french
13695;London Symphony Orchestra;Boléro (Ravel);['fr', 'french'];['en', 'english'];en;english;fr;french
14092;Jaguares;Fin;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
14139;La Oreja de Van Gogh;Paris;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
14160;Jacques Ibert,Hae Won Chang;Petite suite en 15 images: Berceuse aux etoiles (Lullaby under the Stars);['fr', 'french'];['fr', 'french'];fr;french;fr;french
14310;Coralie Clement;L'ombre et la lumière;['fr', 'french'];['fr', 'french'];fr;french;fr;french
14405;John C. Reilly;Mister Cellophane;['fr', 'french'];['en', 'english'];en;english;fr;french
14458;Franz Liszt,Paul Lewis;En rêve, nocturne, S. 207;['fr', 'french'];['de', 'german'];de;german;fr;french
14496;Jules Massenet,Yo-Yo Ma,Kathryn Stott;Thaïs: Méditation (Arr. for Cello & Piano);['fr', 'french'];['ht', 'haitian creole'];ht;haitian creole;fr;french
14508;Kraftwerk;Tour de France - 2009 Remaster;['fr', 'french'];['de', 'german'];de;german;fr;french
14528;Georges Bizet,Angela Gheorghiu,Michel Plasson,Wolff,Orchestre National du Capitol de Toulouse,Orchestre National Du Capitole De Toulouse;Carmen, Act I: No.5 Habanera : L'amour est un oiseau rebelle (Carmen/Cigarières/Jeunes gens/Dragons);['fr', 'french'];['fr', 'french'];fr;french;fr;french
14569;Godsmack;Touché - Acoustic;['fr', 'french'];['en', 'english'];en;english;fr;french
14986;Claude Debussy,Simon Trpčeski;Debussy: Deux Arabesques, L. 74, L. 66: Deuxième arabesque;['fr', 'french'];['fr', 'french'];fr;french;fr;french
15275;Mélanie Laurent;Début;['fr', 'french'];['fr', 'french'];fr;french;fr;french
15613;Indila;Tourner Dans Le Vide;['fr', 'french'];['en', 'english'];en;english;fr;french
16089;Matilda Charpie;Crépuscule;['fr', 'french'];['fr', 'french'];fr;french;fr;french
16231;Joséphine Baker;La Petite Tonkinoise;['fr', 'french'];['fr', 'french'];fr;french;fr;french
16245;"""Sam Manning's Orchestra""";Belle Femme;['fr', 'french'];['en', 'english'];en;english;fr;french
16268;Isaac Albéniz,Andrés Segovia;Suite Espagnole: Granada;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
16309;Albert Préjean;Sous Les Toits De Paris;['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
16411;Lucienne Boyer;Venez Donc Chez Moi;['fr', 'french'];['fr', 'french'];fr;french;fr;french
16440;Igor Stravinsky,New York Philharmonic;Scènes de ballet: Apothéose;['fr', 'french'];['en', 'english'];en;english;fr;french
16448;Igor Stravinsky,New York Philharmonic;Scènes de ballet: Pas de deux;['fr', 'french'];['en', 'english'];en;english;fr;french
16532;Maurice Ravel,Bidu Sayão;Toi, le cur de la rose from L'enfant et les sortiléges;['fr', 'french'];['pt', 'portuguese'];pt;portuguese;fr;french
16586;Claude Debussy,Oscar Levant;Images, 1ere série, L. 110: I. Reflets dans l'eau;['fr', 'french'];['en', 'english'];en;english;fr;french
16678;Édouard Lalo,Pierre Monteux,Yehudi Menuhin;Symphonie espagnole pour violon et orchestre in D Minor, Op. 21: II. Scherzando - Allegro molto;['fr', 'french'];['fr', 'french'];fr;french;fr;french
16680;Claude Debussy,William Kapell;Suite bergamasque: Passepied;['fr', 'french'];['lb', 'luxembourgish'];lb;luxembourgish;fr;french
16741;Igor Stravinsky,London Philharmonic Orchestra,Ernest Ansermet;The Firebird (L'oiseau de feu) - Suite (1919): Berceuse;['fr', 'french'];['en', 'english'];en;english;fr;french
16749;Maurice Ravel,Pierre Monteux;Valses nobles et sentimentales, M. 61: VII. Moins vif;['fr', 'french'];['fr', 'french'];fr;french;fr;french
16752;Claude Debussy,Robert Casadesus;Préludes, Livre 1, L. 117: 1. Danseuses de Delphes. Lent et grave;['fr', 'french'];['en', 'english'];en;english;fr;french
16755;"Igor Stravinsky', ""L'Orchestre de la Suisse Romande"", 'Ernest Ansermet";Le Sacre du Printemps - Version for Orchestra (published 1921): Part 2: The Sacrifice;['fr', 'french'];['fr', 'french'];fr;french;fr;french
16756;Claude Debussy,Robert Casadesus;L'Isle joyeuse, L. 106;['fr', 'french'];['en', 'english'];en;english;fr;french
16772;Jean-Philippe Rameau,Maryla Jonas;Nouvelles suites de pièces de clavecin: Menuets in G Minor & G Major;['fr', 'french'];['fr', 'french'];fr;french;fr;french
16781;Claude Debussy,Robert Casadesus,Gaby Casadesus;Six épigraphes antiques, L. 131: II. Pour un tombeau sans nom;['fr', 'french'];['en', 'english'];en;english;fr;french
16854;Maurice Ravel,Robert Casadesus;Valses nobles et sentimentales, M. 61;['fr', 'french'];['fr', 'french'];fr;french;fr;french
16868;Édouard Lalo,Isaac Stern,Eugene Ormandy,Philadelphia Orchestra;Symphonie espagnole, Op. 21: IV. Andante;['fr', 'french'];['en', 'english'];en;english;fr;french
16899;Maurice Ravel,Isaac Stern,Philadelphia Orchestra,Eugene Ormandy;Tzigane;['fr', 'french'];['en', 'english'];en;english;fr;french
16936;Bourvil,Pierrette Bruno;Le Tracassin ou Les plaisirs de la ville (1961) Puisqu'on s'aime;['fr', 'french'];['fr', 'french'];fr;french;fr;french
16939;Colette,René-Maurice Picard;L'été 47. Vendanges en Beaujolais;['fr', 'french'];['fr', 'french'];fr;french;fr;french
16968;Jean Marion;Le Bossu (1959) Passepoil au marché;['fr', 'french'];['fr', 'french'];fr;french;fr;french
16979;Colette,René-Maurice Picard;L'Académie Goncourt;['fr', 'french'];['fr', 'french'];fr;french;fr;french
16982;Yves Montand;Et La Fète Continue;['fr', 'french'];['fr', 'french'];fr;french;fr;french
16989;Igor Stravinsky,Columbia Symphony Orchestra;L'Oiseau de feu: Intercession des princesses - 1910 version;['fr', 'french'];['en', 'english'];en;english;fr;french
16990;Igor Stravinsky,Michael Tilson Thomas;Le sacre du printemps (The Rite of Spring): Seconde partie: Le sacrifice (Part II: The Sacrifice): Introduction;['fr', 'french'];['en', 'english'];en;english;fr;french
16991;Igor Stravinsky,Leopold Stokowski;Le sacre du printemps (The Rite of Spring): Part II: The Sacrifice: Ritual of the Ancients;['fr', 'french'];['en', 'english'];en;english;fr;french
17001;Yves Montand;Rien Dans Les Mains, Rien Dans Les Poches;['fr', 'french'];['fr', 'french'];fr;french;fr;french
17015;Igor Stravinsky,CBC Symphony Orchestra;Le Roi des étoiles (Zvezdolikiy);['fr', 'french'];['en', 'english'];en;english;fr;french
17065;Colette,André Parinaud,Robert Casadessus;Les lieux que Colette a aimés;['fr', 'french'];['co', 'corsican'];co;corsican;fr;french
17067;Claude Debussy,Yehudi Menuhin,Adolph Baller;La fille aux cheveux de lin;['fr', 'french'];['en', 'english'];en;english;fr;french
17079;André Gide,Jean Amrouche,Arthur Rubinstein;"Les ""Caves du Vatican""";['fr', 'french'];['fr', 'french'];fr;french;fr;french
17100;André Gide,Jean Amrouche;1920: Gide célébre et attaqué;['fr', 'french'];['fr', 'french'];fr;french;fr;french
17113;Lata Mangeshkar;Chanda Re Ja Re Ja Re;['fr', 'french'];['hi', 'hindi'];hi;hindi;fr;french
17120;Manuel de Falla,Isaac Stern;Suite populaire espagnole: III. Canción;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
17127;André Gide,Jean Amrouche;"De ""L'Immoraliste"" à ""La porte étroite""";['fr', 'french'];['fr', 'french'];fr;french;fr;french
17140;Igor Stravinsky;"Concerto en Re (pour orchestre a cordes) ""Basle Concerto"": I. Vivace";['fr', 'french'];['en', 'english'];en;english;fr;french
17155;Leonard Bernstein;La Bonne Cuisine (Four Recipes): IV. Civet à Toute Vitesse (Rabbit at Top Speed);['fr', 'french'];['en', 'english'];en;english;fr;french
17197;Georges Delerue;Le crime ne paie pas (1962) L'homme de l'avenue;['fr', 'french'];['en', 'english'];en;english;fr;french
17202;Chuji Kinoshita,Eddie Barclay;Typhon sur Nagasaki (1957) Chant de Noriko;['fr', 'french'];['zh-CN', 'chinese (simplified)'];zh-CN;chinese (simplified);fr;french
17208;Staatskapelle Dresden,Fritz Rucker,Otmar Suitner;Prelude à l'apres-midi d'un faune, L. 86;['fr', 'french'];['de', 'german'];de;german;fr;french
17241;Ti Yogan,Morgina Lavache;Mainin'm Allé: Congo Dance Song;['fr', 'french'];['zh-CN', 'chinese (simplified)'];zh-CN;chinese (simplified);fr;french
17251;Erik Satie,Francis Poulenc;Croquis et agaceries d'un gros bonhomme en bois: III. Españaña;['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
17358;Claude Debussy,Irma Kolassi,André Collard;Le Promenoir des deux amants, L.118: 2. Crois mon conseil, chère Climène;['fr', 'french'];['te', 'telugu'];te;telugu;fr;french
17359;Maurice Ravel,Robert Casadesus;Pavane pour une infante défunte, M. 19;['fr', 'french'];['fr', 'french'];fr;french;fr;french
17365;"Claude Debussy,Pierre Mollet,Suzanne Danco', ""L'Orchestre de la Suisse Romande"", 'Ernest Ansermet";"Pelléas et Mélisande, L.88 / Act 4: ""On dirait que ta voix""";['fr', 'french'];['fr', 'french'];fr;french;fr;french
17375;Hector Berlioz,Arturo Toscanini;Roméo et Juliette, Op. 17, H. 79: Réveil de Juliette;['fr', 'french'];['en', 'english'];en;english;fr;french
17378;"Claude Debussy', ""L'Orchestre de la Suisse Romande"", 'Ernest Ansermet";Pelléas et Mélisande, L.88 / Act 4: Interlude;['fr', 'french'];['fr', 'french'];fr;french;fr;french
17416;Matthias Kadar;Oiseaux de passage;['fr', 'french'];['tr', 'turkish'];tr;turkish;fr;french
17427;Frédéric Chopin,Maryla Jonas;"Étude in F Minor, Op. 25 No. 2 ""Les abeilles""";['fr', 'french'];['fr', 'french'];fr;french;fr;french
17528;"Francis Poulenc,Denise Duval', ""Orch Du Théatre Nat De L'Opéra"", 'Georges Prêtre', ""Orchestre du Théâtre national de l'Opéra-Comique""";"Poulenc: La voix humaine, FP 171: ""Rien, je crois que nous parlons comme d'habitude""";['fr', 'french'];['fr', 'french'];fr;french;fr;french
17530;Henri Michaux;Le Vide;['fr', 'french'];['fr', 'french'];fr;french;fr;french
17543;Jean Servais;L'or: Chapitre X 36;['fr', 'french'];['fr', 'french'];fr;french;fr;french
17546;Leon Paul Fargue;Nocturne;['fr', 'french'];['en', 'english'];en;english;fr;french
17568;Viviane Forrester,Michaël Lonsdale,Marguerite Duras;India Song (Extrait de l'Atelier de Création radiophonique du même titre);['fr', 'french'];['fr', 'french'];fr;french;fr;french
17570;Jean Giono,Taos Amrouche;Le grand voyage immobile;['fr', 'french'];['fr', 'french'];fr;french;fr;french
17571;Jacqueline Harpet,Marguerite Duras;Marguerite Duras parle avec des enfants;['fr', 'french'];['en', 'english'];en;english;fr;french
17590;Odette Joyeux;Il va revenir et je n'ai pas encore decidé...;['fr', 'french'];['fr', 'french'];fr;french;fr;french
17594;Pierre Brasseur;Les Quatre Sans Cou;['fr', 'french'];['fr', 'french'];fr;french;fr;french
17597;Jean Françaix,Orchestre symphonqiue de Versailles;Au musée Grévin (1957) Entrée du public;['fr', 'french'];['fr', 'french'];fr;french;fr;french
17600;Richard Strauss,Fritz Reiner;Le bourgeois gentilhomme, Op. 60: Overture;['fr', 'french'];['de', 'german'];de;german;fr;french
17608;Jean Servais;L'or: Chapitre XIV 54;['fr', 'french'];['fr', 'french'];fr;french;fr;french
17610;Jean Giono,Taos Amrouche;La poule face au coq;['fr', 'french'];['fr', 'french'];fr;french;fr;french
17617;Jean Servais;L'or: Chapitre XI 39;['fr', 'french'];['fr', 'french'];fr;french;fr;french
17623;"Carre,Cormon,Georges Bizet', ""André Cluytens - Martha Angelici - Orchestre Du Théatre National De L'Opéra Comique""";Les Pêcheurs De Perles - Acte II - Les Ruines Du Temple Indien - N°7 - Récit Et Cavatine : Me Voilà Seule Dans La Nuit (Leïla);['fr', 'french'];['fr', 'french'];fr;french;fr;french
17634;Frances Archer,Beverly Gile;Frere Jacques;['fr', 'french'];['en', 'english'];en;english;fr;french
17685;Charles Aznavour;Le Palais de nos chimères;['fr', 'french'];['fr', 'french'];fr;french;fr;french
17724;Jackie Gleason;Darling, Je Vous Aime Beaucoup;['fr', 'french'];['en', 'english'];en;english;fr;french
18209;Claude Debussy,Juilliard String Quartet;String Quartet in G Minor, Op. 10, L. 85: I. Animé et très décidé;['fr', 'french'];['en', 'english'];en;english;fr;french
18260;Serge Gainsbourg;Personne;['fr', 'french'];['fr', 'french'];fr;french;fr;french
18274;Serge Gainsbourg;Les femmes c'est du chinois;['fr', 'french'];['fr', 'french'];fr;french;fr;french
18332;Serge Gainsbourg;Un violon, un jambon;['fr', 'french'];['fr', 'french'];fr;french;fr;french
